wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
WD 0750+379,07 53 44.05,37 48 18.41,DB+M,15493.0,8.99,,,,391.12,,,
WD 0751+242,07 54 26.30,24 07 20.92,DC+M3,,,,,,694.21,,,
WD 0752+415,07 56 06.31,41 26 34.28,DC,8933.0,7.695,0.434,0.5629,,712.79,,,
WD 0753+478,07 57 04.25,47 42 52.34,DB,,,,,,1923.17,,,
WD 0755+437,07 59 07.56,43 33 51.41,DB,17776.0,8.28,0.768,0.1457,,522.82,,,
WD 0757-603,07 57 53.76,-60 28 49.15,DQ:,10346.0,6.934,0.191,,,424.92,,,
WD 0758+399,08 01 33.02,39 49 23.56,DC,4786.0,8.063,0.618,7.94,,70.90,,,
WD 0759+451,08 03 31.44,45 02 57.28,DZA,9225.0,8.1772,0.689,1.0,,260.55,,,
WD 0800+438,08 03 32.74,43 39 54.62,DC,8941.0,8.574,0.965,2.331,,183.72,,,
WD 0800+473,08 04 14.95,47 12 08.55,DB,15149.0,8.32,0.793,0.6698,,347.94,,,
WD 0801+228,08 04 40.63,22 39 44.50,DZ,5173.0,7.985,0.56,5.3,,39.41,,,
WD 0803+440,08 07 09.38,43 56 00.71,DB,16566.0,7.66,0.421,0.2039,,603.88,,,
WD 0805+468,08 08 43.31,46 40 28.56,DQ,5393.0,8.021,0.583,3.79,,97.17,,,
WD 0806-043,08 08 59.38,-04 31 54.06,DC,4907.0,7.802,0.456,4.41,,55.00,,,
WD 0807+190,08 10 00.33,18 51 45.74,DC,,,,,,186.41,,,
WD 0810+481,08 13 49.28,47 58 30.58,DC,10846.0,8.147,0.692,0.6013,,126.97,,,
WD 0810+489,08 14 11.27,48 45 25.75,DC,6378.0,7.948,0.542,1.9,,17.10,-9.0,-15.1,5.0
WD 0811+250,08 14 48.21,24 55 39.56,DQ,8086.0,7.993,0.573,1.12,,58.66,,,
WD 0814+285,08 17 51.59,28 22 00.46,DC,4540.0,7.749,0.436,5.88,,53.19,,,
WD 0816+321,08 19 24.55,31 59 56.51,DC,4700.0,7.915,0.527,6.28,,59.59,,,
WD 0816-310,08 18 40.56,-31 10 32.90,DZH,6754.0,8.263,0.742,3.44,,19.36,-45.0,-52.7,-37.0
WD 0817+341,08 20 49.21,33 57 14.78,DC:+M,9645.0,7.23,0.269,0.3179,,541.67,,,
WD 0821+509,08 25 19.16,50 49 14.88,DC,4627.0,7.876,0.505,6.42,,47.51,,,
WD 0822+469,08 26 17.80,46 45 15.75,DC,7261.0,8.116,0.647,1.69,,59.83,,,
WD 0822+507,08 26 37.84,50 33 56.92,DC,8592.0,8.24,0.746,1.275,,143.41,,,
WD 0823+446.1,08 27 10.08,44 29 50.67,DB,14628.0,8.18,0.698,0.4217,,380.35,,,
WD 0824+082,08 27 15.53,08 05 50.67,DC,,,,,,257.14,,,
WD 0825+356,08 28 42.30,35 27 27.19,DC,4898.0,7.948,0.548,5.87,,68.21,,,
WD 0827+080,08 30 20.65,07 51 51.34,DC,,,,,,150.43,,,
WD 0828+081,08 31 11.42,08 00 50.29,DBA,,,,,,842.47,,,
WD 0829+559,08 33 34.33,55 47 28.35,DBA,12412.0,7.93,0.546,,,100.10,,,
WD 0830+470,08 34 28.43,46 51 51.10,DC,8223.0,8.051,0.626,1.076,,204.29,,,
WD 0830+517,08 34 12.06,51 37 07.46,DB,13221.0,8.15,0.675,0.4039,,258.65,,,
WD 0831+468,08 34 34.85,46 41 28.24,DZ,7065.0,8.044,0.6012,1.62,,125.02,,,
WD 0833+461,08 36 41.46,45 56 56.18,DC,4892.0,8.055,0.613,7.71,,67.70,,,
WD 0833+484,08 36 37.85,48 17 52.01,DQ,7281.0,7.9219,0.5291,1.27,,123.32,,,
WD 0833+546,08 37 36.70,54 27 58.97,DC,6684.0,8.011,0.58,1.9,,92.27,,,
WD 0835+282,08 38 31.88,28 04 57.18,DC,4701.0,7.683,0.395,3.83,,58.62,,,
WD 0840+197,08 43 48.87,19 37 18.20,DC?,,,,,,2135.43,,,
WD 0840+364,08 43 50.82,36 14 19.09,DB,20297.0,8.1,0.655,0.07785,,202.40,,,
WD 0840+414,08 43 49.50,41 17 41.60,DQ,,,,,,13731.01,,,
WD 0840-136,08 42 48.17,-13 47 13.61,DZ,5388.0,8.174,0.68,5.95,,14.81,14.0,0.0,-21.0
WD 0841+540,08 45 25.14,53 52 09.00,DZ,7138.0,8.2121,0.7086,2.22,,134.35,,,
WD 0841-251,08 43 55.81,-25 20 37.87,DZ,,,,,,172.25,,,
WD 0843-268,08 45 25.89,-27 01 03.64,DC,4439.0,8.095,0.637,9.3,,50.86,,,
WD 0844+161,08 47 31.31,15 58 51.38,DC,10579.0,8.149,0.693,0.6449,,205.51,,,
WD 0844+176,08 47 32.77,17 28 18.49,DQ:,7445.0,7.989,0.569,,,140.97,,,
WD 0844+524,08 48 27.94,52 14 21.01,DZ,8349.0,8.0746,0.6224,1.1,,105.88,,,
WD 0846+006,08 48 57.93,00 28 34.50,DZ,11667.0,7.8931,0.5232,0.357,,236.02,,,
WD 0846+186,08 49 05.17,18 27 29.49,DZ,6167.0,8.091,0.629,2.85,,88.29,,,
WD 0846+474,08 49 52.75,47 12 48.25,DB,17261.0,8.18,0.7,0.1279,,152.17,,,
WD 0847+003,08 49 53.37,00 10 42.89,DBA,15317.0,8.44,0.871,0.2307,,573.83,,,
WD 0848+159,08 51 00.20,15 43 00.96,DZ,6222.0,8.041,0.597,3.06,,99.69,,,
WD 0849+002,08 52 19.06,00 04 15.61,DC,10000.0,7.979,0.588,0.5863,,291.38,,,
WD 0849+014,08 52 13.49,01 17 06.74,DB,38000.0,7.42,0.39,0.0005,0.0005,1466.13,,,
WD 0849+192,08 52 26.44,19 04 02.28,DC,,,,,,295.94,,,
WD 0850+415,08 53 45.77,41 18 51.53,DC,5059.0,8.239,0.723,6.713,,54.57,,,
WD 0851+184,08 54 41.18,18 14 12.07,DC,8289.0,7.787,0.459,,,208.01,,,
WD 0851+352,08 54 43.17,35 03 50.44,DC-IRfaint,4693.0,8.49,0.892,7.99,,54.81,,,
WD 0851-001,08 54 30.41,-00 18 36.88,DC,10672.0,8.68,1.032,1.736,,429.48,,,
WD 0852+187,08 55 19.90,18 33 23.67,DC,10927.0,8.087,0.635,,,236.07,,,
WD 0853+018,08 55 51.54,01 36 34.62,DB,16113.0,7.85,0.511,0.1763,,698.02,,,
WD 0855-000,08 58 26.06,-00 14 17.09,DC,8874.0,8.61,0.988,2.497,,153.01,,,
WD 0856+199,08 58 53.68,19 47 20.90,DC:,6992.0,8.262,0.757,2.559,,111.85,,,
WD 0856+577,08 59 57.18,57 32 49.72,DBZ,14902.0,7.5,0.351,0.338,,318.94,,,
WD 0857+023,09 00 30.88,02 10 08.77,DC,9718.0,7.892,0.538,0.5664,,274.31,,,
WD 0857+558,09 00 47.46,55 41 25.07,DC,6811.0,7.883,0.524,1.375,,163.43,,,
WD 0858+508,09 02 00.25,50 37 21.95,DQ,7599.0,7.8638,0.4974,1.06,,155.16,,,
WD 0858+580,09 01 58.05,57 51 36.06,DQZA,14193.0,8.851,1.117,1.02,,153.81,,,
WD 0858-220,09 00 56.72,-22 13 45.69,DC,5034.0,7.297,0.244,1.87,,73.79,,,
WD 0859+588,09 02 53.26,58 39 24.93,DC,9065.0,7.996,0.595,0.7729,,318.32,,,
WD 0900+161,09 03 05.02,15 54 15.92,DC,,,,,,169.93,,,
WD 0901+016,09 04 09.04,01 27 41.04,DB,24581.0,7.93,0.57,0.08001,,314.16,,,
WD 0901+342,09 04 06.70,34 03 49.50,DC,4786.0,7.854,0.483,5.66,,46.51,,,
WD 0901+530,09 04 56.10,52 50 29.78,DBA,36558.0,7.77,0.51,0.005,0.0013,926.74,,,
WD 0902+003,09 04 38.75,00 08 50.47,DC,8236.0,8.24,0.746,1.459,,182.19,,,
WD 0902+017,09 05 17.74,01 33 07.41,DZ,7977.0,8.246,0.7322,1.67,,174.97,,,
WD 0902+168,09 04 53.56,16 37 50.66,DC,10216.0,8.233,0.745,0.8057,,149.75,,,
WD 0902+293,09 05 38.46,29 06 10.28,DB,20335.0,8.07,0.64,0.09658,,183.59,,,
WD 0902+512,09 05 42.42,51 04 55.11,DBAH:,15135.0,8.19,0.706,0.2492,,200.72,,,
WD 0902+527,09 05 56.12,52 35 33.10,DZ,7650.0,8.1543,0.6717,1.54,,149.16,,,
WD 0902+530,09 05 57.48,52 50 48.96,DB,14917.0,8.39,0.834,0.2323,,323.81,,,
WD 0903+518,09 07 29.11,51 38 04.61,DC,6976.0,8.008,0.579,1.65,,97.81,,,
WD 0905+472,09 09 14.40,47 00 14.93,DC-IRfaint,4649.0,7.863,0.488,5.54,,62.17,,,
WD 0907+336,09 10 37.04,33 29 24.42,DC-PEC,7098.0,8.0,,,,,,,
WD 0911+651,09 15 31.18,64 56 43.20,DQ,7126.0,7.789,0.475,1.087,,94.24,,,
WD 0913+005,09 16 02.51,00 22 34.40,DC,10027.0,8.184,0.714,0.7836,,302.01,,,
WD 0913+559,09 16 52.11,55 43 39.19,DC,8151.0,8.236,0.743,1.494,,113.01,,,
WD 0914+013,09 16 40.53,01 10 06.38,DZ,7527.0,8.0,0.6,0.0,,670.05,,,
WD 0915+007,09 17 55.59,00 33 51.71,DB,17620.0,8.02,0.606,,,407.97,,,
WD 0915+025,09 18 23.45,02 18 05.11,DB,18352.0,8.12,0.663,0.3372,,1110.46,,,
WD 0915+027,09 17 49.88,02 30 40.44,DC,12258.0,8.305,0.797,0.5566,,467.36,,,
WD 0916+028,09 19 22.29,02 36 03.87,DQ,11319.0,8.6114,0.9761,1.28,,159.95,,,
WD 0916+111,09 18 37.64,10 57 55.24,DC,5103.0,7.912,0.529,4.15,,51.35,,,
WD 0916+581,09 19 58.05,57 53 41.40,DB,13278.0,8.2,0.708,0.2747,,453.45,,,
WD 0919+003,09 22 00.97,00 08 34.35,DB,22664.0,7.91,0.556,0.09114,,384.30,,,
WD 0920+013,09 23 17.05,01 05 10.44,DC,6984.0,8.221,0.714,2.63,,67.09,,,
WD 0920+016,09 22 39.16,01 27 25.76,DB,12978.0,8.4,0.842,0.3212,,269.17,,,
WD 0920+609,09 24 27.35,60 46 41.87,DB,18387.0,8.66,1.013,0.1198,,717.02,,,
WD 0921+315,09 24 30.61,31 20 27.55,DC,4802.0,7.999,0.578,7.73,,38.19,,,
WD 0921+583,09 24 44.62,58 10 24.06,DC,10376.0,8.233,0.746,0.7759,,197.71,,,
WD 0922+023,09 24 52.71,02 07 12.80,DB,13878.0,8.01,0.596,0.3967,,272.28,,,
WD 0922+597,09 25 58.92,59 29 07.82,DB,15793.0,7.96,0.568,0.1435,,614.57,,,
WD 0924+199,09 27 34.69,19 43 44.63,DC5A?,10407.0,8.236,0.748,0.774,,51.93,,,
WD 0924+261,09 27 37.66,25 54 22.75,DC+M,,,,,,1451.33,,,
WD 0924+616,09 28 01.74,61 24 33.91,DZ,9167.0,7.0834,0.2139,0.352,,290.46,,,
WD 0925+023,09 27 45.84,02 07 11.54,DC,6628.0,8.051,0.605,2.17,,97.67,,,
WD 0925+601,09 29 03.79,59 54 05.94,DB,15164.0,8.11,0.658,,,506.33,,,
WD 0926+498,09 29 50.11,49 36 14.73,DB,14372.0,7.937,0.553,,,150.25,,,
WD 0926+574,09 30 11.57,57 13 27.34,DC,8188.0,8.021,0.608,1.041,,226.63,,,
WD 0928+014,09 30 41.78,01 15 08.39,DB,34822.0,7.85,0.55,0.006,0.0007,507.71,,,
WD 0929+270,09 32 08.17,26 47 54.45,DBO?,67095.0,7.976,0.663,,,339.88,,,
WD 0930+010,09 33 13.17,00 51 35.03,DQB,7024.0,7.933,0.535,,,146.37,,,
WD 0930+379,09 33 45.73,37 43 48.34,DZA,5729.0,8.081,0.621,4.15,,71.35,,,
WD 0933+006,09 35 37.06,00 24 22.79,DQ,5581.0,8.142,0.659,5.27,,78.33,,,
WD 0933+526,09 37 19.04,52 28 02.37,DZ,6660.0,8.015,0.585,1.71,,139.39,,,
WD 0934+020,09 37 20.35,01 48 03.65,DBZAH,14898.0,8.01,0.595,,,393.40,,,
WD 0936+025,09 38 44.96,02 17 55.51,DB,33916.0,7.94,0.59,0.0068,0.0063,1014.59,,,
WD 0936+560,09 39 42.14,55 50 48.83,DZA,8888.0,8.008,0.583,0.9,,68.55,,,
WD 0937+023,09 40 04.56,02 10 22.13,DQ,7185.0,8.098,0.635,1.75,,52.01,,,
WD 0937-095,09 39 49.81,-09 46 00.26,DC,,,,,,364.92,,,
WD 0938+017,09 41 05.35,01 31 40.60,DBAH:,15743.0,8.04,0.611,0.1999,,236.83,,,
WD 0938+581,09 42 06.25,57 55 55.43,DZ,11264.0,8.1037,0.6459,0.531,,302.74,,,
WD 0939+448,09 42 44.78,44 37 40.43,DC,4570.0,7.23,0.292,3.09,,78.29,,,
WD 0940+566,09 44 00.69,56 25 43.15,DC,11048.0,8.114,0.672,0.5451,,174.19,,,
WD 0940+586,09 44 15.09,58 27 49.09,DC,10075.0,8.324,0.805,0.965,,155.83,,,
WD 0941+562,09 45 20.83,55 58 37.50,DQ,7371.0,8.1228,0.6511,1.64,,172.63,,,
WD 0941-004,09 44 31.30,-00 39 34.15,DBZ,14265.0,8.3,0.775,0.409,,160.17,,,
WD 0942+581,09 45 39.82,57 52 56.39,DC,9459.0,8.383,0.842,1.302,,257.91,,,
WD 0944+452,09 47 23.09,44 59 49.29,DC-IRfaint,4597.0,8.394,0.827,8.27,,53.94,,,
WD 0944+600,09 48 21.69,59 49 33.78,DC,8885.0,8.243,0.749,1.164,,253.11,,,
WD 0945+019,09 48 29.28,01 41 02.18,DB,10815.0,8.142,0.669,0.628,,244.07,,,
WD 0945+021,09 47 49.39,01 55 02.05,DB,27517.0,8.08,0.654,,,503.63,,,
WD 0947+003,09 50 27.87,00 05 35.61,DB2,20397.0,8.05,0.629,0.07876,,383.78,,,
WD 0947+629,09 51 37.58,62 43 47.78,DQ,9060.0,8.0337,0.5987,0.844,,162.62,,,
WD 0948+192,09 51 20.30,19 00 08.37,DC,5377.0,7.74,0.425,3.01,,49.06,,,
WD 0948+505,09 51 41.85,50 17 15.71,DB,17292.0,8.14,0.675,0.1513,,285.77,,,
WD 0950+021,09 52 56.69,01 54 07.58,DB,33326.0,8.13,0.7,0.0072,0.0003,296.78,,,
WD 0952+335,09 55 41.33,33 16 14.00,DB,19474.0,8.111,0.663,0.1006,,247.04,,,
WD 0953+594,09 56 44.92,59 12 40.13,DZ,8843.0,8.168,0.683,1.07,,134.92,,,
WD 0955+644,09 58 56.00,64 10 39.26,DB,16762.0,7.75,0.46,0.1045,,633.97,,,
WD 0956-113,09 59 01.24,-11 35 24.07,DB,17506.0,7.806,0.49,0.08271,,163.61,,,
WD 0957+428,10 00 29.07,42 36 30.02,DC,4678.0,7.865,0.499,6.66,,57.71,,,
WD 0958+393,10 01 03.09,39 03 38.06,DC,4946.0,8.708,1.032,7.3,,65.88,,,
WD 0958+436,10 02 04.13,43 26 44.13,DC,4697.0,7.918,0.529,6.47,,34.94,,,
WD 0959+339,10 02 16.04,33 43 06.81,DB,20141.0,8.259,0.756,,,265.92,,,
WD 1001+623,10 04 41.25,62 07 46.25,DC,7767.0,7.683,0.424,0.7858,,272.54,,,
WD 1002-194,10 05 02.72,-19 44 29.26,DB,15162.0,7.934,0.552,,,181.64,,,
WD 1004+021,10 06 57.69,01 52 02.81,DC,7492.0,8.148,0.684,1.576,,158.99,,,
WD 1004+259,10 07 32.55,25 43 34.37,DC+M4,,,,,,183.33,,,
WD 1004-178,10 07 07.57,-18 05 21.88,DB+dM,16357.0,7.7,,,,106.29,,,
WD 1005+030,10 08 23.65,02 48 39.01,DZ,7648.0,7.9545,0.5487,1.18,,117.22,,,
WD 1005+262,10 08 21.19,26 02 13.89,DB+M_known,14792.0,6.69,,,,2984.34,,,
WD 1006+413,10 09 22.97,41 05 04.86,DB,13513.0,7.78,0.469,0.2594,,145.43,,,
WD 1009+025,10 12 00.47,02 17 31.93,DB,16001.0,8.15,0.685,,,657.14,,,
WD 1009-184,10 12 01.28,-18 43 33.48,DZH,6394.0,8.183,0.688,2.96,,18.09,35.1,-6.0,-26.8
WD 1012+083.2,10 15 01.43,08 06 13.78,DC,4571.0,7.877,0.505,6.62,,29.48,,,
WD 1013+021,10 15 49.60,01 53 04.92,DB,12293.0,7.9,,,,626.38,,,
WD 1016+011,10 19 08.33,00 55 14.92,DB,15314.0,7.78,0.47,0.3961,,378.84,,,
WD 1021+653,10 25 06.16,65 03 33.23,DC,10898.0,8.151,0.695,0.5983,,277.71,,,
WD 1022+013,10 24 41.73,01 04 42.30,DZ,10157.0,8.265,0.766,0.8596,,105.97,,,
WD 1022+594,10 26 00.36,59 14 24.68,DB_A:,18695.0,8.4,0.843,0.1542,,208.50,,,
WD 1023+012,10 26 15.54,00 59 42.88,DB,15825.0,8.08,0.638,,,797.42,,,
WD 1025+643,10 28 56.59,64 06 59.80,DC,10006.0,8.062,0.637,0.6564,,549.84,,,
WD 1027-039,10 29 59.32,-04 13 00.96,DQ,,,,,,107.11,,,
WD 1032+230,10 34 43.17,22 45 48.38,DZ,7228.0,8.194,0.697,2.05,,40.93,,,
WD 1033+656,10 36 55.44,65 22 51.94,DQH,16052.0,8.868,1.126,,,172.51,,,
WD 1033+667,10 37 10.25,66 32 00.67,DB,15001.0,7.95,0.559,0.2387,,155.82,,,
WD 1033+714,10 36 56.33,71 10 51.30,DC,4693.0,8.155,0.677,9.13,,17.63,138.8,-73.2,-58.0
WD 1034+077,10 36 54.92,07 32 10.85,DC,4228.0,7.645,0.383,4.98,,55.84,,,
WD 1035+213,10 38 13.55,21 07 13.79,DB+K,,,,,,352.50,,,
WD 1035-003,10 38 09.09,-00 36 22.14,DZ,7996.0,8.0,0.664,0.0,,59.28,,,
WD 1039+008,10 41 34.58,00 37 11.41,DC,9747.0,7.536,0.369,0.3897,,297.13,,,
WD 1039+498,10 42 44.61,49 32 45.60,DC,4759.0,7.568,0.343,2.91,,66.99,,,
WD 1039+665,10 43 22.45,66 19 40.76,DC,8223.0,8.124,0.671,1.202,,207.86,,,
WD 1041+033,10 43 46.82,03 03 18.01,DQ,6833.0,8.1844,0.69,2.44,,131.50,,,
WD 1042+007,10 45 19.71,00 26 13.45,DC+M:,9971.0,8.071,0.643,0.6714,,181.65,,,
WD 1042+022,10 45 23.88,01 57 21.79,DC,8006.0,7.974,0.561,,,153.33,,,
WD 1044+003,10 47 18.29,00 07 17.19,DC,7002.0,7.306,0.258,0.69,,83.25,,,
WD 1046+459,10 49 39.79,45 43 58.11,DC,4619.0,7.858,0.495,6.44,,66.82,,,
WD 1047+003,10 50 01.58,00 05 41.24,DB,15686.0,8.15,0.682,0.9755,,468.69,,,
WD 1048+048,10 51 13.70,04 35 16.18,DB,14317.0,7.93,0.548,0.2606,,111.93,,,
WD 1054+305,10 57 09.93,30 13 36.18,DC,,,,,,1774.48,,,
WD 1054+419,10 57 03.34,41 45 09.51,DC,6849.0,8.07,0.617,1.83,,83.50,,,
WD 1054+501,10 57 40.46,49 55 36.14,DC,,,,,,247.08,,,
WD 1055+661,10 58 29.27,65 52 27.01,DB,15381.0,7.67,0.422,0.2861,,375.38,,,
WD 1058+673,11 02 12.68,67 07 49.53,DC,4918.0,7.967,0.56,6.46,,65.53,,,
WD 1101+048,11 04 01.08,04 36 11.08,DC,4394.0,7.905,0.521,7.07,,52.45,,,
WD 1101+658,11 04 41.17,65 32 28.02,DC,9021.0,7.49,0.348,0.4619,,354.64,,,
WD 1102-188,11 05 09.03,-19 07 05.34,DB,15110.0,8.099,0.649,,,147.57,,,
WD 1107+014,11 10 07.19,01 10 44.05,DC,6418.0,8.148,0.666,2.79,,47.46,,,
WD 1107-257,11 09 30.36,-26 01 08.07,DC,5959.0,8.167,0.677,3.98,,41.01,,,
WD 1108+207,11 10 58.40,20 26 06.23,DC,4700.0,7.956,0.552,7.37,,27.85,,,
WD 1108+255,11 11 22.68,25 19 24.38,DC,5336.0,8.147,0.662,5.87,,68.42,,,
WD 1108-408,11 11 11.92,-41 05 34.86,DC,,,,,,30.95,,,
WD 1109-198,11 11 39.76,-20 09 36.18,DB,16280.0,7.866,0.518,0.1204,,114.80,,,
WD 1110+008,11 13 05.85,00 32 42.34,DC,6273.0,7.951,0.544,2.23,,55.29,,,
WD 1111+020,11 13 41.14,01 46 36.19,DQH,5226.0,8.452,0.866,7.41,,43.12,,,
WD 1111-187,11 13 55.39,-19 03 46.45,DC,5093.0,7.974,0.565,4.97,,47.17,,,
WD 1114+504,11 17 08.87,50 10 32.15,DC,4810.0,7.905,0.522,6.51,,54.25,,,
WD 1116-105,11 19 20.10,-10 48 10.73,DB+M2,,,,,,556.45,,,
WD 1117-008,11 19 40.29,-01 07 55.58,DC,4748.0,8.059,0.615,7.92,,62.68,,,
WD 1119+001,11 22 28.73,-00 08 59.07,DC,10534.0,8.003,0.604,0.5283,,295.39,,,
WD 1120+073,11 23 31.46,07 01 19.90,DC,4370.0,7.348,0.264,2.83,0.173,32.016,,,
WD 1120+509,11 22 58.28,50 41 46.49,DZA,9512.0,8.0102,0.5854,0.72,,255.23,,,
WD 1125+558,11 27 52.92,55 35 22.10,DB,16818.0,7.437,0.337,0.06948,,239.85,,,
WD 1125-002B,11 27 53.42,-00 33 24.72,DC:,10593.0,8.437,0.879,0.9972,,311.39,,,
WD 1126+185,11 29 18.04,18 16 45.63,DC+G/K(e),,,,,,1200.02,,,
WD 1128-143,11 31 05.52,-14 38 07.69,DB,13021.0,7.583,0.379,,,142.63,,,
WD 1128-154,11 30 51.67,-15 41 25.55,DB,21382.0,8.031,0.618,,,264.46,,,
WD 1129+373,11 31 43.49,37 01 27.77,DBA,12615.0,7.988,0.579,0.333,0.0485,91.72,,,
WD 1130-011,11 33 25.82,-01 28 29.33,DB,14140.0,7.88,0.519,0.294,,158.42,,,
WD 1131+637,11 33 59.80,63 31 10.75,DQ,11517.0,8.5744,0.9529,1.11,,194.09,,,
WD 1133+083,11 36 24.30,08 02 19.61,DC,,,,,,49.15,,,
WD 1133+358,11 35 42.32,35 34 23.19,DC+M4.5Ve,,,,,,38.59,,,
WD 1133+619,11 36 33.29,61 39 51.79,DZ,9776.0,8.311,0.795,1.021,,132.86,,,
WD 1135+649,11 38 43.84,64 38 48.85,DC,6466.0,8.48,0.887,4.31,,64.06,,,
WD 1135+664,11 37 51.43,66 10 02.14,DB,10857.0,7.867,0.507,0.4205,,237.77,,,
WD 1136-286,11 39 02.62,-28 52 16.04,DC,4421.0,7.653,0.388,4.54,,102.68,,,
WD 1137-002,11 40 10.54,-00 29 35.59,DB4,14808.0,8.46,0.879,,,1096.06,,,
WD 1138+029,11 41 06.47,02 40 28.56,DB,24207.0,7.79,0.396,,,426.92,,,
WD 1143+005,11 46 05.40,00 14 58.56,DB4:,14175.0,7.2,0.262,,,502.11,,,
WD 1143-189,11 46 07.44,-19 12 09.08,DB,14379.0,7.971,0.572,0.2162,,108.52,,,
WD 1144+433,11 47 09.93,43 03 04.03,DC,4890.0,7.856,0.495,5.18,,51.82,,,
WD 1144-033,11 46 54.64,-03 38 21.24,DC,10996.0,8.079,0.65,0.5235,,223.65,,,
WD 1145+005,11 47 51.72,00 17 01.18,DB4,25892.0,7.53,0.395,,,950.94,,,
WD 1145+017,11 48 33.58,01 28 59.36,DBZA,15500.0,8.19,0.656,,,145.91,,,
WD 1145+080,11 47 57.64,07 47 39.04,DQA,8782.0,7.931,0.538,0.86,,42.99,,,
WD 1145+304,11 47 35.20,30 09 21.16,DC,6663.0,7.998,0.573,1.89,,61.03,,,
WD 1146-011,11 48 51.61,-01 26 14.83,DQ,9875.0,8.49,0.897,1.58,,68.21,,,
WD 1148+131,11 51 16.43,12 53 43.02,DC,4807.0,7.671,0.389,3.49,,73.20,,,
WD 1149-272,11 51 35.84,-27 32 20.38,DQ,6773.0,8.104,0.638,1.92,,25.17,24.9,-8.5,-0.8
WD 1150+012,11 53 05.39,00 56 45.43,DQ,21650.0,8.0,1.282,,,165.35,,,
WD 1151+019,11 54 18.59,01 41 37.96,DB,20235.0,8.12,0.67,0.1113,,338.53,,,
WD 1152+320,11 55 03.66,31 48 25.75,DBH:,15668.0,7.62,0.401,0.1903,,230.55,,,
WD 1156+132,11 59 32.97,13 00 31.98,DQ,6469.0,8.035,0.595,2.31,,62.34,,,
WD 1157-462,11 59 58.19,-46 29 05.39,DQ,7101.0,8.0159,0.5841,1.53,,63.1035,,,
WD 1158+597,12 00 43.63,59 26 01.03,DB,15062.0,8.01,0.597,0.2629,,206.09,,,
WD 1158+677,12 01 00.93,67 30 04.21,DB,17523.0,8.09,0.648,,,182.46,,,
WD 1159-029,12 02 00.40,-03 13 45.36,DC,4636.0,7.901,0.519,6.85,,63.38,,,
WD 1200+047,12 03 28.40,04 26 55.70,DC-IRfaint,4966.0,7.48,0.342,4.11,,49.07,,,
WD 1200+088,12 03 23.96,08 34 11.22,DZ,6204.0,8.076,0.62,2.46,,62.44,,,
WD 1200+651,12 03 31.75,64 50 59.17,DQA,12837.0,8.838,1.109,1.42,0.02,87.16,,,
WD 1201+137,12 03 48.73,13 30 32.10,DC,7220.0,8.032,0.594,1.57,,96.14,,,
WD 1201+437,12 04 24.04,43 30 56.92,DC6,,,,,,,,,
WD 1202+051,12 05 29.01,04 49 34.77,DC,5177.0,7.353,0.327,1.54,,72.29,,,
WD 1202+626,12 04 39.48,62 22 14.08,DC,4802.0,7.897,0.517,6.04,,50.79,,,
WD 1203+125,12 06 28.58,12 16 10.26,DZ:,6081.0,7.931,0.531,,,131.45,,,
WD 1204-313,12 06 37.42,-31 37 06.30,DZ,6300.0,8.159,0.672,,,104.26,,,
WD 1209+049,12 12 06.74,04 40 11.23,DC,4487.0,7.928,0.534,7.23,,60.15,,,
WD 1214-202,12 16 49.84,-20 33 57.63,DB,12508.0,8.012,0.592,,,136.80,,,
WD 1217+101,12 19 39.33,09 49 56.37,DBA,30517.0,7.77,0.5,0.0085,0.0007,380.00,,,
WD 1217+475,12 19 29.32,47 15 22.88,DC,7277.0,7.936,0.537,1.36,,69.55,,,
WD 1218+095,12 20 48.33,09 14 06.87,DC,3890.0,8.492,1.081,6.668,,37.48,,,
WD 1225+421,12 28 09.67,41 50 04.52,DC,5580.0,7.939,0.534,3.3,,72.03,,,
WD 1225+637,12 27 33.10,63 30 29.23,DZ,7803.0,8.164,0.678,1.54,,97.57,,,
WD 1226+142,12 28 55.12,13 59 37.39,DC,,,,,,2432.24,,,
WD 1227+013,12 29 58.72,01 01 49.66,DBA,13884.0,7.15,,,,4983.81,,,
WD 1229+290,12 31 43.57,28 47 49.77,DC,,,,,,,,,
WD 1232-032,12 34 55.87,-03 30 47.65,DZ,9184.0,8.1936,0.6995,1.04,,104.64,,,
WD 1235+083,12 38 19.26,08 03 09.97,DBA,13980.0,7.89,0.526,0.2707,,102.53,,,
WD 1235+353,12 38 12.71,35 02 47.52,DC-IRfaint,3475.0,8.001,0.553,8.94,,78.13,,,
WD 1235+422,12 37 51.73,41 56 30.25,DQP,5229.0,7.8,0.478,3.76,,36.09,-52,19.0,-7.0
WD 1238+127,12 41 12.98,12 26 13.12,DB,15003.0,7.78,0.472,0.2444,,148.30,,,
WD 1240+171,12 43 07.38,16 51 32.55,DQA,10227.0,7.9124,0.5306,0.523,,142.10,,,
WD 1241+035,12 43 33.85,03 17 36.56,DC,7422.0,8.128,0.672,1.558,,108.89,,,
WD 1241+651,12 43 20.52,64 52 55.93,DB4P,13296.0,8.049,0.615,0.3094,,104.23,,,
WD 1242+000,12 44 51.38,-00 10 45.78,DB4.5,13695.0,7.42,0.322,0.3907,,528.35,,,
